model_path,model_folder,model_name,uses_metadata,epochs,sft_size,training_cfg,lora_rank,prompt,BERTScore_f1,BERTScore_precision,BERTScore_recall,BLEU,Cosine,JSD,Jaccard,Levenshtein,ROUGE_rouge1,ROUGE_rouge2,ROUGE_rougeL,SequenceMatcher
M13,M13,M13,true,,,,,base,0.5488112962245941,0.5195307785272598,0.5835106694698333,0.03151282346056938,0.553012275083701,0.3305113627476172,0.13045237092590387,0.38245628458418607,0.27512496122946944,0.08500530998578461,0.16978787062208642,0.040269470855471196
M13,M13,M13,true,,,,,short_response,0.530465612411499,0.5039174795150757,0.5631232500076294,0.02824876582166378,0.4886475424041448,0.3174042917778019,0.12355135424694998,0.3771548359003956,0.26371736318153993,0.07937504670575919,0.1601440062285432,0.03869651616770246
M9,M9,M9,false,,,,,base_p1,0.06450146585702896,0.06618200838565827,0.06346113681793213,0.00029199644099198966,0.0208316952243726,0.04122274611930887,0.008333333333333333,0.03607438292938527,0.005333333333333334,0.0008968609865470852,0.005333333333333334,0.004806127226916988
M9,M9,M9,false,,,,,base_p2,0.4464002728462219,0.5210370033979416,0.3960420161485672,0.02958394763858534,0.2957481140429956,0.25865594793431185,0.07748879389884675,0.22569436162700757,0.12982020634893396,0.055047264676395626,0.10843625286754359,0.051267591539473266
M9,M9,M9,false,,,,,base_p3,0.5388303279876709,0.5678190767765046,0.5205577284097671,0.025068402821529518,0.4665245905566281,0.31373611171473137,0.14825094259407984,0.3907716632085257,0.21905177481273586,0.07728521772595644,0.16554488814691504,0.053841946292424246
M9,M9,M9,false,,,,,base_p4,0.5546820342540741,0.5682702779769897,0.546301519870758,0.02724865049772554,0.4874178828771731,0.32868513798220556,0.1756208001714322,0.4055612988963676,0.2451190859523651,0.08668240746463382,0.18001738901554137,0.05230420097028887
M9,M9,M9,false,,,,,base_p5,0.5388303279876709,0.5678190767765046,0.5205577284097671,0.025068402821529518,0.4665245905566281,0.31373611171473137,0.14825094259407984,0.3907716632085257,0.21905177481273586,0.07728521772595644,0.16554488814691504,0.053841946292424246
M9,M9,M9,false,,,,,icl_p6,0.3685889646410942,0.47327218055725095,0.307453952729702,0.020612766259774123,0.18152084584788575,0.2195063816744029,0.04257340272685541,0.11657775933077782,0.09314498361185639,0.035238095238095235,0.07238956871407073,0.03193367635736581
M9,M9,M9,false,,,,,icl_p7,0.33240315318107605,0.40929838418960574,0.28022608160972595,8.727514278850103e-06,0.08715902278997137,0.19424212127444793,0.0171355109538644,0.1441365372065432,0.025276706504876068,0.0,0.025276706504876068,0.012340043851948711
M9,M9,M9,false,,,,,icl_p8,0.28648765236139295,0.289382116496563,0.2854335084557533,0.012911264494633933,0.1192512922930307,0.19104808533859202,0.02878483835005574,0.07253143951397316,0.055751892942711614,0.0213903743315508,0.04865572114065746,0.010091907151705866
M9.NQ1k.01.r16,M9.NQ1k.01.r16,M9,false,,NQ1k,01,r16,sft_xml,0.3526369079947472,0.45964291095733645,0.29282564371824266,0.00886832457046339,0.17854219591610113,0.2240539395553341,0.04522198718338425,0.10547264581648019,0.07641620248651017,0.034999999999999996,0.0591129351142138,0.03574642174291899
M9.NQ1k.01.r8,M9.NQ1k.01.r8,M9,false,,NQ1k,01,r8,sft_xml,0.3760687127709389,0.4865970849990845,0.3136022225022316,0.009079013077256323,0.2115629324555001,0.23672708977685772,0.06169842185879607,0.13276089739957772,0.10458582200661615,0.0477178915074606,0.08243727250338145,0.045315534286000346
